Source path,Public URL,Primary intent,Title,Meta description,Canonical,Index status,Schema type,Priority
docs/mcp/useful-mcp-servers.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/useful-mcp-servers.html,best MCP servers,Best MCP Server Categories for Software Development,"Prioritize GitHub, filesystem, browser, database, and collaboration MCP categories with a practical view of value, risk, and team approval needs.",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/useful-mcp-servers.html,index,Article,High
docs/mcp/github-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/github-mcp.html,GitHub MCP server,"GitHub MCP Guide: Permissions, Risks and Evaluation Checklist","Evaluate GitHub MCP servers for pull requests, issues, repositories, and review workflows with read-only trials, approval questions, and revocation guidance.",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/github-mcp.html,index,TechArticle,High
docs/mcp/jira-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/jira-mcp.html,Jira MCP MCP guidance,"Jira MCP: MCP Guide, Security and Evaluation","- search issues - read fields, comments, and statuses - create or update work items - transition workflows or add comments Review permissions, least-privilege set...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/jira-mcp.html,index,TechArticle,Medium
docs/mcp/bitbucket-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/bitbucket-mcp.html,Bitbucket MCP MCP guidance,"Bitbucket MCP: MCP Guide, Security and Evaluation","- read repositories and pull requests - inspect branches, commits, and comments - optionally write comments or create pull requests Review permissions, least-priv...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/bitbucket-mcp.html,index,TechArticle,Medium
docs/mcp/browser-playwright-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/browser-playwright-mcp.html,Browser / Playwright MCP MCP guidance,"Browser / Playwright MCP: MCP Guide, Security and Evaluation","- open pages - click, type, and submit forms - capture screenshots - inspect DOM or console state Review permissions, least-privilege setup, and team approval gui...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/browser-playwright-mcp.html,index,TechArticle,Medium
docs/mcp/figma-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/figma-mcp.html,Figma MCP MCP guidance,"Figma MCP: MCP Guide, Security and Evaluation","- inspect files, nodes, and comments - extract design metadata - support implementation handoff Review permissions, least-privilege setup, and team approval guida...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/figma-mcp.html,index,TechArticle,Medium
docs/mcp/filesystem-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/filesystem-mcp.html,Filesystem MCP MCP guidance,"Filesystem MCP: MCP Guide, Security and Evaluation","- read files and directories - search repository contents - sometimes write, rename, move, or delete files Review permissions, least-privilege setup, and team app...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/filesystem-mcp.html,index,TechArticle,Medium
docs/mcp/database-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/database-mcp.html,Database MCP MCP guidance,"Database MCP: MCP Guide, Security and Evaluation","- inspect schemas and tables - run read queries - sometimes run write or administrative statements Review permissions, least-privilege setup, and team approval gu...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/database-mcp.html,index,TechArticle,Medium
docs/mcp/supabase-postgres-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/supabase-postgres-mcp.html,Supabase / Postgres MCP MCP guidance,"Supabase / Postgres MCP: MCP Guide, Security and Evaluation","- inspect schemas and migrations - run read queries - review policies or indexes - sometimes write rows or execute DDL Review permissions, least-privilege setup...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/supabase-postgres-mcp.html,index,TechArticle,Medium
docs/mcp/slack-teams-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/slack-teams-mcp.html,Slack / Teams MCP MCP guidance,"Slack / Teams MCP: MCP Guide, Security and Evaluation","- read channels or threads - post messages or replies - search discussion context - optionally access files, mentions, or user metadata Review permissions, least-...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/slack-teams-mcp.html,index,TechArticle,Medium
docs/mcp/security-mcp.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/security-mcp.html,Security MCP MCP guidance,"Security MCP: MCP Guide, Security and Evaluation","- code scanning - secret detection - dependency or policy checks - incident or finding triage Review permissions, least-privilege setup, and team approval guidanc...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/security-mcp.html,index,TechArticle,Medium
docs/mcp/custom-mcp-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/custom-mcp-template.html,Custom MCP Template MCP guidance,"Custom MCP Template: MCP Guide, Security and Evaluation","- internal server proposals - third-party MCP pilots - approval records for security or platform review Review permissions, least-privilege setup, and team approv...",https://ankitparekh007.github.io/ai-tools-cheatsheets/mcp/custom-mcp-template.html,index,TechArticle,Medium
docs/prompts/README.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/,Prompt Library prompt,AI Coding Prompt Library for Developers and Teams,"This section separates short prompt starters from longer master prompts that teams can standardize. Use prompt starters, examples, and human review guidance for d...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/,index,TechArticle,Medium
docs/prompts/master-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/master-prompts.html,Master Prompts prompt,Master Prompts: AI Coding Prompt Starters and Examples,"Use these when the task is important enough that the prompt should define objective, constraints, output format, and validation expectations. Use prompt starters...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/master-prompts.html,index,TechArticle,Medium
docs/prompts/claude-code-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/claude-code-prompts.html,Claude Code Prompts prompt,Claude Code Prompts: AI Coding Prompt Starters and Examples,"Use these prompt starters when working in a repo-aware terminal agent surface. Use prompt starters, examples, and human review guidance for daily AI coding work.",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/claude-code-prompts.html,index,TechArticle,Medium
docs/prompts/codex-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/codex-prompts.html,Codex Prompts prompt,Codex Prompts: AI Coding Prompt Starters and Examples,"Use these prompt starters for plan-first repo work in Codex or a similar coding-agent surface. Use prompt starters, examples, and human review guidance for daily...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/codex-prompts.html,index,TechArticle,Medium
docs/prompts/cursor-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/cursor-prompts.html,Cursor Prompts prompt,Cursor Prompts: AI Coding Prompt Starters and Examples,"Use these starters for IDE-local code or doc work where file selection and diff review matter. Use prompt starters, examples, and human review guidance for daily...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/cursor-prompts.html,index,TechArticle,Medium
docs/prompts/copilot-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/copilot-prompts.html,Copilot Prompts prompt,Copilot Prompts: AI Coding Prompt Starters and Examples,"Use these starters when Copilot is helping inside GitHub or an IDE and you want clearer review or customization outcomes. Use prompt starters, examples, and human...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/copilot-prompts.html,index,TechArticle,Medium
docs/prompts/grok-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/grok-prompts.html,Grok Prompts prompt,Grok Prompts: AI Coding Prompt Starters and Examples,"Use these starters when the tool is acting more like a research or comparison assistant than a full repo executor. Use prompt starters, examples, and human review...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/grok-prompts.html,index,TechArticle,Medium
docs/prompts/review-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/review-prompts.html,Review Prompts prompt,Review Prompts: AI Coding Prompt Starters and Examples,"Use these starters when the main goal is findings-first code or docs review. Use prompt starters, examples, and human review guidance for daily AI coding work.",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/review-prompts.html,index,TechArticle,Medium
docs/prompts/testing-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/testing-prompts.html,Testing Prompts prompt,Testing Prompts: AI Coding Prompt Starters and Examples,"Use these starters to add focused tests or tighten validation without widening the production patch. Use prompt starters, examples, and human review guidance for...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/testing-prompts.html,index,TechArticle,Medium
docs/prompts/refactoring-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/refactoring-prompts.html,Refactoring Prompts prompt,Refactoring Prompts: AI Coding Prompt Starters and Examples,"Use these starters for structural cleanup where behavior must remain unchanged. Use prompt starters, examples, and human review guidance for daily AI coding work.",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/refactoring-prompts.html,index,TechArticle,Medium
docs/prompts/migration-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/migration-prompts.html,Migration Prompts prompt,Migration Prompts: AI Coding Prompt Starters and Examples,"Use these starters for upgrades, framework changes, and phased technical migrations. Use prompt starters, examples, and human review guidance for daily AI coding...",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/migration-prompts.html,index,TechArticle,Medium
docs/prompts/documentation-prompts.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/documentation-prompts.html,Documentation Prompts prompt,Documentation Prompts: AI Coding Prompt Starters and Examples,"Use these starters when the goal is to patch docs from code or workflow reality. Use prompt starters, examples, and human review guidance for daily AI coding work.",https://ankitparekh007.github.io/ai-tools-cheatsheets/prompts/documentation-prompts.html,index,TechArticle,Medium
docs/templates/README.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/,Templates Overview template,AI Coding Templates for Developers and Teams,"This section turns recurring AI-tooling artifacts into copy-ready team templates. Reuse templates for AI coding workflows, prompts, evaluation, and team policy.",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/,index,Article,Medium
docs/templates/AGENTS.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/AGENTS.html,AGENTS.md Template template,AGENTS.md Template: Copy-Ready Template for AI Coding Workflows,Use AGENTS.md as the shared repo instruction file for coding agents that should understand your project before they edit it. Reuse templates for AI coding workflo...,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/AGENTS.html,index,Article,Medium
docs/templates/CLAUDE.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/CLAUDE.html,CLAUDE.md Template template,CLAUDE.md Template: Copy-Ready Template for AI Coding Workflows,"Use CLAUDE.md when your team wants Claude-specific working guidance in addition to a general AGENTS.md. Reuse templates for AI coding workflows, prompts, evaluati...",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/CLAUDE.html,index,Article,Medium
docs/templates/cursor-rules-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/cursor-rules-template.html,Cursor Rules Template template,Cursor Rules Template: Copy-Ready Template for AI Coding Workflows,"Use this template for repository or workspace rules that shape Cursor behavior. Reuse templates for AI coding workflows, prompts, evaluation, and team policy.",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/cursor-rules-template.html,index,Article,Medium
docs/templates/pr-review-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/pr-review-template.html,PR Review Template template,PR Review Template: Copy-Ready Template for AI Coding Workflows,"Use this template for internal review comments or findings summaries. Reuse templates for AI coding workflows, prompts, evaluation, and team policy.",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/pr-review-template.html,index,Article,Medium
docs/templates/ai-task-brief-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/ai-task-brief-template.html,AI Task Brief Template template,AI Task Brief Template: Copy-Ready Template for AI Coding Workflows,"Use this template to turn a vague request into a high-signal implementation brief for a coding assistant. Reuse templates for AI coding workflows, prompts, evalua...",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/ai-task-brief-template.html,index,Article,Medium
docs/templates/tool-evaluation-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/tool-evaluation-template.html,AI tool evaluation template,AI Tool Evaluation Template for Teams and Engineering Leaders,"Compare AI coding tools with a copy-ready evaluation template covering workflow fit, security, setup effort, cost model, and validation status.",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/tool-evaluation-template.html,index,Article,High
docs/templates/security-checklist-template.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/security-checklist-template.html,Security Checklist Template template,Security Checklist Template: Copy-Ready Template for AI Coding Workflows,"Use this checklist before approving a tool, prompt, or MCP integration. Reuse templates for AI coding workflows, prompts, evaluation, and team policy.",https://ankitparekh007.github.io/ai-tools-cheatsheets/templates/security-checklist-template.html,index,Article,Medium
docs/governance/README.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/,Governance Overview policy,AI Coding Governance Guides for Engineering Teams,This section contains policy starters for engineering teams adopting AI coding tools. Use this policy starter to standardize secure AI coding tool adoption.,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/,index,Article,Medium
docs/governance/team-rollout-guide.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/team-rollout-guide.html,AI coding tool rollout plan,AI Coding Tool Rollout Plan for Engineering Teams,"Roll out AI coding tools in phases with pilot scope, approval checkpoints, team standards, metrics, and rollback plans for internal adoption.",https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/team-rollout-guide.html,index,Article,High
docs/governance/security-and-permissions.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/security-and-permissions.html,AI coding security,AI Coding Security and Permissions Guide for Engineering Teams,"Define least-privilege access, human approval gates, secret-handling rules, and safe defaults for AI coding tools and privileged MCP workflows.",https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/security-and-permissions.html,index,Article,High
docs/governance/cost-and-usage-management.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/cost-and-usage-management.html,Cost and Usage Management policy,Cost and Usage Management: AI Coding Policy Starter for Engineering Teams,This page is a policy starter for controlling spend and usage drift. Use this policy starter to standardize secure AI coding tool adoption.,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/cost-and-usage-management.html,index,Article,Medium
docs/governance/approved-tools-policy.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/approved-tools-policy.html,Approved Tools Policy policy,Approved Tools Policy: AI Coding Policy Starter for Engineering Teams,This page is a policy starter for classifying AI coding tools by approval state. Use this policy starter to standardize secure AI coding tool adoption.,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/approved-tools-policy.html,index,Article,Medium
docs/governance/prompt-review-policy.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/prompt-review-policy.html,Prompt Review Policy policy,Prompt Review Policy: AI Coding Policy Starter for Engineering Teams,This page is a policy starter for reviewing shared prompts before team-wide use. Use this policy starter to standardize secure AI coding tool adoption.,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/prompt-review-policy.html,index,Article,Medium
docs/governance/mcp-approval-policy.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/mcp-approval-policy.html,MCP approval policy,MCP Security and Approval Checklist for Engineering Teams,"Use a practical MCP approval policy with risk tiers, ownership, credential review, least-privilege pilots, expiry dates, and emergency revocation steps.",https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/mcp-approval-policy.html,index,Article,High
docs/governance/customize-for-your-team.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/customize-for-your-team.html,Customize for Your Team policy,Customize for Your Team: AI Coding Policy Starter for Engineering Teams,Use this page when forking the repository into an internal engineering handbook. Use this policy starter to standardize secure AI coding tool adoption.,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/customize-for-your-team.html,index,Article,Medium
docs/governance/troubleshooting.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/troubleshooting.html,Troubleshooting policy,Troubleshooting: AI Coding Policy Starter for Engineering Teams,"Use this page when team adoption stalls because the policy is too vague, too strict, or poorly scoped. Use this policy starter to standardize secure AI coding too...",https://ankitparekh007.github.io/ai-tools-cheatsheets/governance/troubleshooting.html,index,Article,Medium
docs/GLOSSARY.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/GLOSSARY.html,Glossary guide,Glossary - AI Tools Cheatsheets,"Coding workflows where the tool can reason, plan, edit, and sometimes run commands or external tools.",https://ankitparekh007.github.io/ai-tools-cheatsheets/GLOSSARY.html,index,Article,Medium
docs/seo/seo-audit.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/seo-audit.html,SEO Audit guide,SEO Audit - AI Tools Cheatsheets,"This audit covers the live GitHub Pages site, the HonKit source, the shared templates, built HTML output, existing validation scripts, and the GitHub repository p...",https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/seo-audit.html,noindex,Article,Low
docs/seo/audience-and-search-intent.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/audience-and-search-intent.html,Audience and Search Intent guide,Audience and Search Intent - AI Tools Cheatsheets,"- Problems: choosing a tool, setting it up safely, finding good first workflows - Search queries: best AI coding tool, Claude Code vs Codex, AI code review prompt...",https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/audience-and-search-intent.html,noindex,Article,Low
docs/seo/topic-map.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/topic-map.html,Topic Map guide,Topic Map - AI Tools Cheatsheets,Cluster A: AI Coding Tool Comparison,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/topic-map.html,noindex,Article,Low
docs/seo/search-console-setup.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/search-console-setup.html,Search Console Setup guide,Search Console Setup - AI Tools Cheatsheets,Search Console and Webmaster Setup,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/search-console-setup.html,noindex,Article,Low
docs/seo/analytics-plan.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/analytics-plan.html,Analytics Plan guide,Analytics Plan - AI Tools Cheatsheets,This repository currently does not ship site analytics. That is appropriate for a public open-source handbook until a privacy-conscious measurement layer is chose...,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/analytics-plan.html,noindex,Article,Low
docs/seo/seo-scorecard.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/seo-scorecard.html,SEO Scorecard guide,SEO Scorecard - AI Tools Cheatsheets,Track these metrics monthly after the first 28-day baseline is available.,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/seo-scorecard.html,noindex,Article,Low
docs/seo/distribution-and-backlink-plan.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/distribution-and-backlink-plan.html,Distribution and Backlink Plan guide,Distribution and Backlink Plan - AI Tools Cheatsheets,Distribution and Backlink Plan,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/distribution-and-backlink-plan.html,noindex,Article,Low
docs/seo/90-day-roadmap.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/90-day-roadmap.html,90-Day Roadmap guide,90-Day Roadmap - AI Tools Cheatsheets,Days 1-14: Technical Foundation,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/90-day-roadmap.html,noindex,Article,Low
docs/seo/implementation-report.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/implementation-report.html,Implementation Report guide,Implementation Report - AI Tools Cheatsheets,"- metadata generation for all navigable documentation pages - canonical URLs aligned to the preferred GitHub Pages route shape - Open Graph, Twitter, and JSON-LD...",https://ankitparekh007.github.io/ai-tools-cheatsheets/seo/implementation-report.html,noindex,Article,Low
docs/content-audit.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/content-audit.html,Content Audit guide,Content Audit - AI Tools Cheatsheets,Audit date: 2026-07-15 Audit baseline commit: 0f98e6efaa52ce7aaf252885855ba3714dfad127,https://ankitparekh007.github.io/ai-tools-cheatsheets/content-audit.html,noindex,Article,Low
docs/launch-readiness-audit.md,https://ankitparekh007.github.io/ai-tools-cheatsheets/launch-readiness-audit.html,Launch Readiness Audit guide,Launch Readiness Audit - AI Tools Cheatsheets,Audit date: 2026-07-15 Audited branch: main Audit baseline commit: 0f98e6efaa52ce7aaf252885855ba3714dfad127,https://ankitparekh007.github.io/ai-tools-cheatsheets/launch-readiness-audit.html,noindex,Article,Low
